-10.0,-1.1917935066878966
-9.798,-1.0739323268735554
-9.596,-1.0148397133531155
-9.394,-1.0004738284534465
-9.192,-1.027718253694712
-8.99,-1.1025800941553905
-8.788,-1.243756686257725
-8.586,-1.496172095313909
-8.384,-1.9780468939761124
-8.182,-3.1039736462922223
-7.98,-7.956393302467184
-7.778,13.173747359306294
-7.576,3.6441113440307404
-7.374,2.1656136357373454
-7.172,1.5864639017954212
-6.97,1.2932099171995168
-6.768,1.1302483178016263
-6.566,1.0413696852782581
-6.364,1.0032744172335133
-6.162,1.0073881415911818
-5.96,1.054598001141767
-5.758,1.155760651275026
-5.556,1.3386012088059935
-5.354,1.6708804661653653
-5.152,2.3496930591889185
-4.949,4.266040118813649
-4.747,28.898301546829522
-4.545,-6.002098544739518
-4.343,-2.7697325187988597
-4.141,-1.8491093085651689
-3.939,-1.4315076111555898
-3.737,-1.2078460098253547
-3.535,-1.0827101095803362
-3.333,-1.018602251292971
-3.131,-1.0000561047780325
-2.929,-1.0230313367752315
-2.727,-1.092561262999258
-2.525,-1.225710228584392
-2.323,-1.4635941776098182
-2.121,-1.9125547292602942
-1.919,-2.930747880424616
-1.717,-6.864201617893703
-1.515,17.931629511738826
-1.313,3.9223327639933885
-1.111,2.253441928117945
-0.909,1.627246759756093
-0.707,1.3152461355643557
-0.505,1.1426293033233623
-0.303,1.047728616177082
-0.101,1.005122269558062
0.101,-1.2875846188881679
0.303,-0.04933599819284447
0.505,-0.003025733613853255
0.707,-1.0186494978687771E-4
0.909,-1.607219155034158E-7
1.111,2.626810705104027E-7
1.313,3.0440796324292768E-5
1.515,2.514864439691954E-4
1.717,9.384163973697843E-4
1.919,0.002391592837471889
2.121,0.004885018869583861
2.323,0.00864723429598656
2.525,0.013858670430076431
2.727,0.020655874478071018
2.929,0.029137949986108375
3.131,0.03937316047543643
3.333,0.051404888842077015
3.535,0.06525671197652762
3.737,0.08093659330480828
3.939,0.0984402889435784
4.141,0.11775408854641697
4.343,0.13885700858989428
4.545,0.16172254182325627
4.747,0.1863200499794709
4.949,0.21261587102830234
5.152,0.24071668004363916
5.354,0.2703082117588919
5.556,0.30148665742872294
5.758,0.3342134082742255
5.96,0.3684497413877625
6.162,0.40415708832402014
6.364,0.4412972441666144
6.566,0.47983252883425176
6.768,0.5197259100415461
6.97,0.5609410954654424
7.172,0.603442600185432
7.374,0.647195794284016
7.576,0.6921669345495393
7.778,0.7383231834671483
7.98,0.785632618076291
8.182,0.8340642307842638
8.384,0.8835879238308849
8.586,0.9341744987803045
8.788,0.9857956421575154
8.99,1.038423908137097
9.192,1.0920326990209785
9.394,1.1465962441027755
9.596,1.202089577402617
9.798,1.2584885146635918
10.0,1.3157696299248491
